model,scenario,final_demand_reduction,electrification,share_food_crop,transition_speed_score,Region
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.009741686169803837,0.2518734484524498,0.2668331483034199,0.5284482829256736,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.07166500689717453,0.3378636806751444,0.28644769467022324,0.6959763822425422,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.047189469196385274,0.2808066097336647,0.2975299921830347,0.6255260711130848,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.0,0.1584235530924251,0.09191023419806173,0.25033378729048683,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.026675727767283705,0.2719616453845045,0.09191023419806173,0.39054760734984995,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.0,0.13190014497442668,0.09191023419806173,0.22381037917248842,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.045553133666087174,0.22317853916113567,0.09191023419806173,0.36064190702528454,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.0,0.11722485571255485,0.09191023419806173,0.20913508991061658,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.0,0.17783858516835552,0.09191023419806173,0.26974881936641726,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.0,0.20303887377701435,0.09191023419806173,0.29494910797507606,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.023035395639142156,0.30038222328299985,0.09191023419806173,0.4153278531202037,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.028111546060944924,0.2489533386649987,0.09191023419806173,0.3689751189240053,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.0,0.28102123843376425,0.09191023419806173,0.37293147263182597,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.024779449193467515,0.25001288423301676,0.09191023419806173,0.366702567624546,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.11430820062268163,0.41479556429259956,0.09191023419806173,0.621013999113343,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.0,0.17783858516835552,0.09191023419806173,0.26974881936641726,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.0,0.11722485571255485,0.09191023419806173,0.20913508991061658,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.0,0.1679731419796339,0.09191023419806173,0.25988337617769564,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.024779449193467515,0.14817809052149314,0.09191023419806173,0.26486777391302235,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.04442631967437519,0.3080712830554645,0.09191023419806173,0.4444078369279014,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.02619168086221054,0.20485690208869914,0.09191023419806173,0.3229588171489714,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.020416547740727427,0.28631100845570123,0.09191023419806173,0.3986377903944904,R10LATIN_AM
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.024779449193467515,0.2828998544967145,0.09191023419806173,0.39958953788824375,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.005913843706948196,0.25432777604633633,0.13122540830704685,0.3914670280603314,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.03128910291310668,0.4498783609573486,0.13129784890518875,0.6124653127756441,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.0,0.23127545444311765,0.0,0.23127545444311765,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.0,0.3755068851371126,0.0,0.3755068851371126,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.0,0.3051309331030846,0.0,0.3051309331030846,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.0,0.28948598618521065,0.0,0.28948598618521065,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.0,0.27332455494678143,0.0,0.27332455494678143,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.17729109560033854,0.8328067236393168,0.0,1.0100978192396555,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.1792254336373203,0.8355641516408466,0.0,1.014789585278167,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.0,0.28008353801595065,0.0,0.28008353801595065,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,0.3638218328817648,0.0,0.3638218328817648,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,0.3811516935012057,0.0,0.3811516935012057,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.0,0.277298909161799,0.0,0.277298909161799,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.0,0.3242417648647162,0.0,0.3242417648647162,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.0,0.29986025876147904,0.0,0.29986025876147904,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.0,0.48482706369611694,0.0,0.48482706369611694,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.0,0.34225667307778446,0.0,0.34225667307778446,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.0,0.452199884077971,0.0,0.452199884077971,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.0,0.3539742995163908,0.0,0.3539742995163908,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.0,0.3485125066704086,0.0,0.3485125066704086,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.0,0.3119272964910123,0.0,0.3119272964910123,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.0,0.33640538593810176,0.0,0.33640538593810176,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.0,0.30841281317698865,0.0,0.30841281317698865,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.04919874120025427,0.31499143520033085,0.4311833746371358,0.7953735510377209,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.0020560277965598226,0.3932524622474564,0.13144064715159617,0.5267491371956124,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.0,0.3771149067278871,0.0,0.3771149067278871,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.11100793222913471,0.6099060197110237,0.0,0.7209139519401584,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.05462483502234563,0.22262055576672926,0.0,0.2772453907890749,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.0974908683318058,0.2557381114511451,0.0,0.3532289797829509,R10LATIN_AM
WITCH 5.0,EN_INDCi2030_500f,0.15738175795550116,0.4746337987713133,0.08116807007152593,0.7131836267983404,R10LATIN_AM
