model,scenario,final_energy_demand,energy_per_gdp,region
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,3723.3423998818307,0.0019396985760342857,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,3720.144186455689,0.001938345465457563,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,1588.4718341409014,0.0008205340514795316,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),3745.783491209995,0.0019452671068934516,R10AFRICA
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,3457.9576459487325,0.0018104752357975902,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,3902.0898866653442,0.0014561661860646661,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,3454.73451423645,0.001634538488139566,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,3450.3198499679565,0.0016324497781014047,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,4063.6600704193115,0.0015164602964240362,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,3711.4565925598145,0.0013850264212521698,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,3371.1271781921387,0.001594981350509426,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,3393.7043142318726,0.001605663270540281,R10AFRICA
