,model,scenario,total_CDR,total_CDR_gdp,total_CDR_land,region
183,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,3153.1744000000003,0.01746323009432459,10.1631080565815,R10INDIA+
184,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,9001.302800000001,0.05279649001362208,29.012417773786826,R10INDIA+
185,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,2875.7654000000007,0.015865407136940388,9.26898128615351,R10INDIA+
186,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,5910.822700000001,0.03373679317251343,19.051381935421908,R10INDIA+
187,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,2670.4067,0.014693957428247749,8.607082388820363,R10INDIA+
188,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,3360.1383,0.018733421980251675,10.83018073087174,R10INDIA+
189,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,2811.8407,0.016237113271390352,9.06294332213079,R10INDIA+
190,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,2381.0784,0.01305678813603022,7.674538100522502,R10INDIA+
191,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,2188.297,0.012491652863808019,7.053177544157761,R10INDIA+
192,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,901.2074,0.003979406241944523,2.9047134809894644,R10INDIA+
193,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,2142.9127000000003,0.009704909173781516,6.906897799855541,R10INDIA+
194,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,2957.0436000000004,0.016347794533397242,9.530951930480839,R10INDIA+
195,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,892.7144,0.004886018551600662,2.877339391968398,R10INDIA+
196,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1814.3325000000004,0.009684513361563219,5.8478393228321455,R10INDIA+
197,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,8041.954100000001,0.04402826968295797,25.920307010093897,R10INDIA+
