model,scenario,investment_score,investment_score_2050,Region
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.8649069698079349,0.9849450677217955,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.6997446801762695,0.6857474831125299,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.7840655732979063,0.8575602446910917,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.6930315341019657,0.6700716368869651,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.722716655379577,0.7392593420896723,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.6678883002999103,0.6806697477277213,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.6822410726746848,0.6520262673964498,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.6689248411487771,0.6334491237541378,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.36503535298824086,0.4844046038076545,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.442153060060105,0.5493963084030261,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.6950456190462448,0.686178734093956,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.5350148110020135,0.5906142952730234,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.499475678710312,0.500659652206549,R10INDIA+
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.5400608347179702,0.5568844374167432,R10INDIA+
WITCH 5.0,EN_INDCi2030_500f,0.13668117112540135,0.12835863127522104,R10INDIA+
WITCH 5.0,EN_NPi2020_400f,0.13479074835375593,0.13095023234378467,R10INDIA+
WITCH 5.0,EN_NPi2020_450,0.14133303015995663,0.15481716174321747,R10INDIA+
WITCH 5.0,EN_NPi2020_450f,0.13181474661614773,0.12725973872198051,R10INDIA+
WITCH 5.0,EN_NPi2020_500,0.13903559950857916,0.14586855734504553,R10INDIA+
WITCH 5.0,EN_NPi2020_500f,0.1306513086411192,0.12541049155117273,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_D,0.12760170881041058,0.19151948803197613,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.13437035898473762,0.20769609738082534,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LI,0.11652131618064107,0.18041656669930212,R10AFRICA
