model,scenario,final_demand_reduction,electrification,transition_speed_score,Region
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,0.02501008491838629,0.39793389244281635,0.42294397736120265,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,0.005614474658643191,0.44162403665897,0.44723851131761316,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,0.0,0.5757842784529595,0.5757842784529595,R10INDIA+
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,0.7143269893321228,0.8970686028575314,1.6113955921896541,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,0.0,0.3289230968147795,0.3289230968147795,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,0.0,0.3207305629354536,0.3207305629354536,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,0.10236387947760175,0.5442016568011055,0.6465655362787073,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,0.11512153092262428,0.5391606374708611,0.6542821683934854,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,0.0,0.3624541492405313,0.3624541492405313,R10INDIA+
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,0.0,0.36545210522578897,0.36545210522578897,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,0.11907532477683902,0.6003751045359323,0.7194504293127714,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,0.38744294548839187,0.8459198340010784,1.2333627794894704,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,0.2993263138573408,0.9199772493515819,1.2193035632089226,R10INDIA+
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,0.2393821314953342,1.0,1.2393821314953342,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000,0.6147024169595245,0.4838280556782766,1.0985304726378011,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,0.6106499264533931,0.46525065955843004,1.0759005860118231,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f,0.4777221207079993,0.4176228108040451,0.8953449315120444,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,0.46165946116717577,0.39084579337068026,0.852505254537856,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200,0.433230010547631,0.3792969844410599,0.8125269949886909,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,0.4306152772682327,0.3610187143942095,0.7916339916624422,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f,0.3796405235208067,0.34019593920974767,0.7198364627305543,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,0.3714662470998758,0.32150287214193934,0.6929691192418151,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400,0.3089328101141356,0.28702327400154387,0.5959560841156795,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,0.3099636619644338,0.27940375350452196,0.5893674154689558,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f,0.29497347975217175,0.2724104599023536,0.5673839396545253,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,0.2233589859872804,0.2601450621840799,0.4835040481713603,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,0.14732190432760245,0.18550418739717703,0.3328260917247795,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-500f,1.0,0.901545332009649,1.9015453320096491,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f,0.8811875824788604,0.7581900340263297,1.63937761650519,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,0.8344937474761035,0.7221074867496646,1.5566012342257682,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f,0.7531004183329255,0.6338933793468341,1.3869937976797595,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,0.7136014282427653,0.5739603595580048,1.2875617878007701,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800,0.9676167280350323,0.8971858575222308,1.8648025855572632,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,0.9447273696399243,0.8366720073371181,1.7813993769770424,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-800f,0.6461102867568078,0.5354624779532824,1.1815727647100902,R10INDIA+
