model,scenario,Final energy per cap reductions,Share of final energy from electricity,region
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,-0.06504199924243062,0.1184696856701529,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,-0.059675776508505446,0.11209585784892892,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,-0.07744088530268683,0.1148415325203366,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,-0.05245169733776292,0.10030699541144564,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,-0.03798809815823444,0.07001630810139753,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,-0.03647697319184989,0.06619681658050647,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,-0.035639351461596164,0.0639776832273174,R10NORTH_AM
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,-0.039691295635931836,0.07379758402605369,R10NORTH_AM
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,-0.05810017673870671,0.21809454444153764,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,-0.03702832350534091,0.0935616630136151,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,-0.03685405011851339,0.09401638569480772,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,-0.044798344520833366,0.12288521328350438,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,-0.04309734311574315,0.12918678608246914,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,-0.034252290304283034,0.11402238131798836,R10NORTH_AM
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,-0.034293157630309046,0.11385925981837658,R10NORTH_AM
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,-0.029909742388008698,0.1029419673957388,R10NORTH_AM
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,-0.06475825135001174,0.20298171683309724,R10NORTH_AM
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,-0.06030583713322568,0.21394774065546635,R10NORTH_AM
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,-0.040406933870909406,0.22480943118606417,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1000,-0.023053099505635166,0.13637915212888568,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,-0.04401863254360747,0.1453272709907626,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1000f,-0.023053099505635416,0.14152513792472604,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,-0.04401863254360716,0.130351803131806,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1200,-0.023053099505635166,0.1423099155088553,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,-0.04401863254360747,0.1337269990054329,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1200f,-0.023053099505635416,0.1428253537433113,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,-0.04401863254360716,0.13392914317655946,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1400,-0.023053099505635416,0.1320521910945866,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,-0.04401863254360716,0.1260016783166168,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1400f,-0.023053099505635416,0.13261360995186283,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,-0.04401863254360716,0.1253939065418237,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,-0.04401863254360747,0.12359661848538323,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-500f,-0.023913171835035968,0.18990319427881602,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-600f,-0.023053099505635416,0.16766227364392333,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,-0.04401863254360716,0.18153278507815124,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-700f,-0.023053099505635416,0.14649593186057502,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,-0.04401863254360716,0.1607982121771539,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-800,-0.023053099505635166,0.17916694762016266,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,-0.04401863254360747,0.1960848373006201,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-800f,-0.023053099505635416,0.13217881726923292,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,-0.04401863254360716,0.14905397772352635,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-900,-0.023053099505635166,0.14410763871460414,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,-0.04401863254360747,0.1602282117140521,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-900f,-0.023053099505635416,0.13059760566276907,R10NORTH_AM
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,-0.04401863254360716,0.1404850549035847,R10NORTH_AM
