model,scenario,region,economic_score,environmental_score,resource_score,resilience_score,robustness_score,transition_speed_score,economic_dimension_score,environmental_dimension_score,resource_dimension_score,resilience_dimension_score,robustness_dimension_score,transition_speed_dimension_score
WITCH 5.0,ENGAGE-INDCi2030-900,R10AFRICA,0.060541253079917035,1.3048924557255288,0.0,1.3992840714629926,1.6870724743203238,0.7621838450305538,0.060541253079917035,0.6382951694906871,0.0,0.6010146050233978,0.6794845818697626,0.5134843178260898
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,R10AFRICA,0.056924806364452324,1.3044235455277455,0.0,1.417553465730046,1.6382492166404012,0.748079277171194,0.056924806364452324,0.638051168278198,0.0,0.6095560536087773,0.6486960358949476,0.503982050817
WITCH 5.0,ENGAGE-INDCi2030-900f,R10AFRICA,0.06376095064364018,1.3083172761608308,0.0,1.4170890358661707,1.7395182160411866,0.6224802918202953,0.06376095064364018,0.6400773024933849,0.0,0.6093389197648293,0.7125575107747107,0.4193658394750107
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,R10AFRICA,0.06571098876371062,1.3078556689352843,0.0,1.404059385072848,1.699468007975512,0.6163533748277649,0.06571098876371062,0.6398371014415427,0.0,0.6032471965960259,0.6873013576434542,0.41523812696470364
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10CHINA+,0.04471806367163433,1.7671288934408704,0.0,1.2421703648367324,1.1354409444109208,0.4740558730899096,0.04471806367163433,0.878823636972027,0.0,0.5275595890775927,0.3316189635794584,0.31937210187820975
IMAGE 3.0,ENGAGE-INDCi2030-1000f,R10CHINA+,0.05416165420080451,1.7839016439320998,0.0,1.240964520188639,1.1159503780722686,0.6135992118486834,0.05416165420080451,0.8875514732954515,0.0,0.5269958232562912,0.31932797304935406,0.4133826435302065
IMAGE 3.0,ENGAGE-INDCi2030-1200,R10CHINA+,0.04223836732737631,1.7774261775440272,0.0,1.257730235234291,1.0815384783243005,0.3389725489217967,0.04223836732737631,0.8841819120071889,0.0,0.5348342600958645,0.2976274063969423,0.2283662782670265
IMAGE 3.0,ENGAGE-INDCi2030-1200f,R10CHINA+,0.04494046870172513,1.7936767610799977,0.0,1.2831263085266404,1.1382549169720257,0.4050531648218947,0.04494046870172513,0.8926380345337985,0.0,0.5467076288089324,0.33339348923969664,0.27288488122380977
IMAGE 3.0,ENGAGE-INDCi2030-1400f,R10CHINA+,0.04507714255437078,1.7929981337199825,0.0,1.3011056404068604,1.1545124974271304,0.3991637463074269,0.04507714255437078,0.8922849053004085,0.0,0.5551134651825728,0.3436457191618118,0.2689171717689176
IMAGE 3.0,ENGAGE-INDCi2030-800f,R10CHINA+,0.05706808815192289,1.7891199534067173,0.0,1.2308976413438621,1.1363363028556694,0.4807065945613894,0.05706808815192289,0.8902668628198621,0.0,0.5222892781562728,0.33218358761214395,0.32385270219544326
IMAGE 3.0,ENGAGE-NPi2020-1000,R10CHINA+,0.04140364115737571,1.7690531342206748,0.0,1.2257448120175751,1.072173197789479,0.33097043265261494,0.04140364115737571,0.8798249312190125,0.0,0.5198801875144945,0.2917215454606705,0.2229752413926079
IMAGE 3.0,ENGAGE-NPi2020-1200,R10CHINA+,0.04012780391460438,1.7775316948311977,0.0,1.2462491169119974,1.0641105716149803,0.2900459133742984,0.04012780391460438,0.8842368187806604,0.0,0.52946651881123,0.2866371543641423,0.19540433576268784
IMAGE 3.0,ENGAGE-NPi2020-1400,R10CHINA+,0.03904095695628581,1.7653393809486402,0.0,1.2797050537052082,1.0868710081114301,0.23952206637912482,0.03904095695628581,0.8778924496787399,0.0,0.5451080972794474,0.30099016517861665,0.16136634968174898
IMAGE 3.0,ENGAGE-NPi2020-1400f,R10CHINA+,0.03352221054071217,1.78322881541632,0.0,1.2809816844968984,1.1247607937989976,0.36383586833982196,0.03352221054071217,0.8872013615375423,0.0,0.5457049575863816,0.32488392942239996,0.2451167311839931
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,R10CHINA+,0.12896623964194817,1.250201722785163,0.0,1.2385657444713523,1.0752166676429022,0.3637404866399214,0.12896623964194817,0.6098364044383342,0.0,0.5258743290700275,0.293640794932293,0.2450524723999401
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,R10CHINA+,0.15024111613755614,1.26388197749955,0.0,1.2651477494039538,1.097593787083398,0.3318162314755193,0.15024111613755614,0.6169550355818882,0.0,0.5383021537208741,0.30775208130311105,0.22354505723747112
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,R10CHINA+,0.12962350535232522,1.1948306837039289,1.2416718886298237,1.2809365995466286,0.991482132287561,0.42112521650942475,0.12962350535232522,0.5810236365854018,0.1711368185747056,0.5456838791215417,0.2408367684503024,0.28371264482788644
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,R10CHINA+,0.11123295996633564,1.2411840677318313,0.0,1.282026008105177,1.0435461842058915,0.3464543416728979,0.11123295996633564,0.6051439947248687,0.0,0.5461932078412187,0.2736689990775891,0.23340677246270364
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,R10CHINA+,0.0988185728983108,1.2830587132135478,0.0,1.2849147191972885,1.0340151999037077,0.3391856017855329,0.0988185728983108,0.6269338050518605,0.0,0.5475437604052839,0.26765864331032746,0.2285098122780263
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,R10CHINA+,0.1275141273832893,1.267777925275546,0.0,1.345605894160145,1.0821199877036793,0.2765856656221325,0.1275141273832893,0.618982323505314,0.0,0.575918568182374,0.29799411335408893,0.18633614810710455
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,R10CHINA+,0.13552336063500606,1.205450166908061,1.0056945101199,1.3133032371305038,0.9799075712383726,0.3617130078342492,0.13552336063500606,0.5865495705276903,0.1386125920188871,0.5608161799938722,0.23353770808572158,0.24368655710506038
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,R10CHINA+,0.1104072645434062,1.870636880906026,0.0,1.2706789454526572,1.1262207368839179,0.14220098520173635,0.1104072645434062,0.9326848550969462,0.0,0.5408881413007061,0.3258045874638064,0.09580100176170016
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,R10CHINA+,0.189615610208685,1.4148477177036762,1.2321510564371054,1.2783253940273238,0.9955767222858587,0.4289009783435345,0.189615610208685,0.6955112790337433,0.16982458388004448,0.5444630681103511,0.24341886719588546,0.28895118640417233
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,R10CHINA+,0.11294355599917293,1.472524452863811,0.0,1.2958687440435541,1.0879940434479871,0.17830918177744254,0.11294355599917293,0.7255238344825581,0.0,0.5526650708690948,0.30169836505576547,0.12012714407958619
