model,scenario,environmental_score,environmental_score_2050,Region
IMAGE 3.2,SSP2_SPA2_19I_D,1.9830261675730174,1.9100135533219849,R10INDIA+
IMAGE 3.2,SSP2_SPA2_19I_LI,1.953706564603261,1.9365903863884717,R10INDIA+
IMAGE 3.2,SSP2_SPA2_19I_LIRE,1.9535466518760278,1.9663851094450329,R10INDIA+
IMAGE 3.2,SSP2_SPA2_19I_RE,1.7481523694437642,1.0,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1.940327560323844,1.2248154965858356,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1.9413130712816136,1.2248154965858356,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1.9395721767958944,1.2250021967561162,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1.9190059422085017,1.2252665991914988,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1.927776756257375,1.2252665991914988,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1.9396259005929435,1.2250470281246746,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1.9422377381975648,1.2230253433489444,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1.9294634564186182,1.223736822678087,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1.9440258803187902,1.2274961955465307,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,1.970183272098689,1.222543576467043,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1.943055276657932,1.2275488118380453,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,1.970207787530416,1.2226002633818265,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1.9480430313000532,1.2275517283935118,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1.9706656275443484,1.2239012485890726,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,1.9682849723494842,1.22674770927016,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1.9692141503346199,1.2230586660520524,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,1.967753013002946,1.227756556608701,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,1.9695949693068622,1.2266024087135516,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,1.9695108064392093,1.2264837585255723,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,1.9705309645889546,1.2261419881985924,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,1.9564312556227832,1.227716829218913,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,1.9557893707234735,1.2278339489636705,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,1.9434138126116314,1.226619122317453,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,1.9685060909698469,1.2278295970816684,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,1.964062027587138,1.2278295970816684,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,1.9607332291160606,1.2278339489636705,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,1.9589997760588083,1.2278339489636705,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,1.9660516366097625,1.2276168107883487,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,1.9661970312156134,1.2276168107883487,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,1.9557893707234735,1.2278339489636705,R10INDIA+
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,1.9598602627774548,1.2278339489636705,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,1.9694402122329548,1.2266958435454929,R10INDIA+
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,1.968361097072153,1.2267638415122637,R10INDIA+
